Model,Make,Year,vehicle_age,Kilometres,BodyType,engine_displacement,cylinder_count,Transmission,Drivetrain,FuelType,City,Highway,avg_fuel_efficiency,Price,model_frequency,model_frequency_log
MDX,Acura,2019,6.0,53052.0,SUV,3.5,6.0,9 SPEED AUTOMATIC,AWD,Gasoline,12.199999809265137,9.0,10.599999904632568,43880.0,88,4.48863636973214
MDX,Acura,2018,7.0,77127.0,SUV,3.5,6.0,9 SPEED AUTOMATIC,AWD,Gasoline,12.600000381469727,9.0,10.800000190734863,36486.0,88,4.48863636973214
RDX,Acura,2020,5.0,50702.0,SUV,2.0,4.0,AUTOMATIC,AWD,Gasoline,11.0,8.600000381469727,9.800000190734863,44599.0,93,4.543294782270004
RDX,Acura,2021,4.0,67950.0,SUV,2.0,4.0,AUTOMATIC,AWD,Gasoline,11.300000190734863,9.100000381469727,10.200000286102295,46989.0,93,4.543294782270004
MDX,Acura,2022,3.0,31000.0,SUV,3.5,6.0,AUTOMATIC,AWD,Gasoline,12.600000381469727,9.399999618530273,11.0,60899.0,88,4.48863636973214
TLX,Acura,2019,6.0,34396.0,Sedan,3.5,6.0,9 SPEED AUTOMATIC,AWD,Premium Unleaded,11.399999618530273,7.699999809265137,9.549999713897705,36499.0,56,4.04305126783455
TSX,Acura,2009,16.0,123535.0,Sedan,2.5,4.0,6 SPEED MANUAL,FWD,Gasoline,10.5,7.0,8.75,11500.0,13,2.6390573296152584
TLX,Acura,2015,10.0,192552.0,Sedan,3.5,6.0,AUTOMATIC,FWD,Gasoline,9.600000381469727,6.599999904632568,8.100000143051147,14888.0,56,4.04305126783455
TLX,Acura,2015,10.0,163537.0,Sedan,3.5,6.0,9 SPEED AUTOMATIC,AWD,Gasoline,11.199999809265137,7.5,9.349999904632568,14971.0,56,4.04305126783455
RDX,Acura,2016,9.0,179301.0,SUV,3.5,6.0,AUTOMATIC,AWD,Gasoline,12.399999618530273,8.600000381469727,10.5,16399.0,93,4.543294782270004
RDX,Acura,2017,8.0,211000.0,SUV,2.0,4.0,AUTOMATIC,AWD,Gasoline,12.399999618530273,8.699999809265137,10.549999713897705,18999.0,93,4.543294782270004
ILX,Acura,2016,9.0,104368.0,Sedan,2.4000000953674316,4.0,AUTOMATIC,FWD,Gasoline,9.300000190734863,6.599999904632568,7.950000047683716,20295.0,29,3.4011973816621555
MDX,Acura,2015,10.0,205000.0,SUV,3.5,6.0,AUTOMATIC,AWD,Gasoline,12.600000381469727,9.100000381469727,10.850000381469727,20885.0,88,4.48863636973214
RDX,Acura,2017,8.0,166813.0,SUV,2.0,6.0,AUTOMATIC,AWD,Gasoline,12.399999618530273,8.699999809265137,10.549999713897705,20950.0,93,4.543294782270004
MDX,Acura,2016,9.0,207000.0,SUV,3.5,6.0,AUTOMATIC,AWD,Gasoline,12.699999809265137,9.100000381469727,10.900000095367432,20995.0,88,4.48863636973214
ILX,Acura,2019,6.0,66208.0,Sedan,2.4000000953674316,4.0,AUTOMATIC,FWD,Gasoline,9.899999618530273,7.0,8.449999809265137,22890.0,29,3.4011973816621555
MDX,Acura,2016,9.0,174000.0,SUV,3.5,6.0,AUTOMATIC,AWD,Gasoline,12.699999809265137,9.100000381469727,10.900000095367432,22990.0,88,4.48863636973214
MDX,Acura,2017,8.0,158248.0,SUV,3.5,6.0,AUTOMATIC,AWD,Gasoline,12.600000381469727,9.0,10.800000190734863,25888.0,88,4.48863636973214
MDX,Acura,2016,9.0,89542.0,SUV,3.5,6.0,9 SPEED AUTOMATIC,AWD,Premium Unleaded,12.699999809265137,9.100000381469727,10.900000095367432,28000.0,88,4.48863636973214
TLX,Acura,2019,6.0,92276.0,Sedan,3.5,6.0,AUTOMATIC,AWD,Gasoline,11.399999618530273,7.699999809265137,9.549999713897705,28295.0,56,4.04305126783455
RDX,Acura,2018,7.0,104000.0,SUV,2.0,6.0,AUTOMATIC,AWD,Gasoline,12.399999618530273,8.699999809265137,10.549999713897705,28450.0,93,4.543294782270004
TLX,Acura,2019,6.0,58610.0,Sedan,2.4000000953674316,6.0,AUTOMATIC,FWD,Gasoline,10.0,7.099999904632568,8.549999952316284,28495.0,56,4.04305126783455
RDX,Acura,2017,8.0,71960.0,SUV,2.0,6.0,6 SPEED AUTOMATIC,AWD,Gasoline,12.399999618530273,8.699999809265137,10.549999713897705,28990.0,93,4.543294782270004
TLX,Acura,2019,6.0,89000.0,Sedan,3.5,6.0,8 SPEED AUTOMATIC,FWD,Gasoline,10.0,7.099999904632568,8.549999952316284,29850.0,56,4.04305126783455
ILX,Acura,2020,5.0,36253.0,Sedan,2.4000000953674316,4.0,AUTOMATIC,FWD,Gasoline,9.899999618530273,7.0,8.449999809265137,29998.0,29,3.4011973816621555
TLX,Acura,2019,6.0,62000.0,Sedan,3.5,6.0,AUTOMATIC,FWD,Gasoline,10.0,7.099999904632568,8.549999952316284,30950.0,56,4.04305126783455
TLX,Acura,2020,5.0,52337.0,Sedan,3.5,6.0,9 SPEED AUTOMATIC,AWD,Premium Unleaded,12.0,8.199999809265137,10.099999904632568,39799.0,56,4.04305126783455
RDX,Acura,2018,7.0,69806.0,SUV,3.5,4.0,6 SPEED AUTOMATIC,AWD,Premium Unleaded,12.399999618530273,8.699999809265137,10.549999713897705,31249.0,93,4.543294782270004
ILX,Acura,2019,6.0,48752.0,Sedan,2.4000000953674316,4.0,AUTOMATIC,FWD,Gasoline,9.899999618530273,7.0,8.449999809265137,31495.0,29,3.4011973816621555
TLX,Acura,2019,6.0,53420.0,Sedan,3.5,6.0,AUTOMATIC,AWD,Gasoline,11.399999618530273,7.699999809265137,9.549999713897705,31495.0,56,4.04305126783455
TLX,Acura,2020,5.0,134000.0,Sedan,3.5,6.0,AUTOMATIC,AWD,Gasoline,11.399999618530273,7.699999809265137,9.549999713897705,32450.0,56,4.04305126783455
TLX,Acura,2019,6.0,27630.0,Sedan,3.5,6.0,AUTOMATIC,AWD,Gasoline,11.399999618530273,7.699999809265137,9.549999713897705,32495.0,56,4.04305126783455
TLX,Acura,2019,6.0,82000.0,Sedan,3.5,6.0,AUTOMATIC,AWD,Gasoline,12.0,8.199999809265137,10.099999904632568,32950.0,56,4.04305126783455
TLX,Acura,2019,6.0,29012.0,Sedan,3.5,6.0,AUTOMATIC,AWD,Gasoline,11.399999618530273,7.699999809265137,9.549999713897705,33295.0,56,4.04305126783455
TLX,Acura,2019,6.0,23216.0,Sedan,3.5,6.0,AUTOMATIC,AWD,Gasoline,11.399999618530273,7.699999809265137,9.549999713897705,33295.0,56,4.04305126783455
RDX,Acura,2020,5.0,39100.0,SUV,2.0,4.0,10 SPEED AUTOMATIC,AWD,Gasoline,11.300000190734863,9.100000381469727,10.200000286102295,44988.0,93,4.543294782270004
MDX,Acura,2017,8.0,65522.0,SUV,3.5,6.0,AUTOMATIC,AWD,Gasoline,12.600000381469727,9.0,10.800000190734863,33390.0,88,4.48863636973214
MDX,Acura,2017,8.0,91412.0,SUV,3.5,6.0,9 SPEED AUTOMATIC,AWD,Gasoline,12.600000381469727,9.0,10.800000190734863,33994.0,88,4.48863636973214
MDX,Acura,2018,7.0,118800.0,SUV,3.5,6.0,AUTOMATIC,AWD,Gasoline,12.600000381469727,9.0,10.800000190734863,34488.0,88,4.48863636973214
MDX,Acura,2019,6.0,141120.0,SUV,3.5,6.0,AUTOMATIC,AWD,Gasoline,12.199999809265137,9.0,10.599999904632568,34880.0,88,4.48863636973214
MDX,Acura,2018,7.0,98000.0,SUV,3.5,6.0,AUTOMATIC,AWD,Gasoline,12.600000381469727,9.0,10.800000190734863,34950.0,88,4.48863636973214
RLX,Acura,2018,7.0,115527.0,Sedan,2.5,6.0,AUTOMATIC,AWD,Gasoline,8.399999618530273,8.199999809265137,8.299999713897705,34998.0,3,1.3862943611198906
RDX,Acura,2019,6.0,102000.0,SUV,2.0,4.0,AUTOMATIC,AWD,Gasoline,11.0,8.600000381469727,9.800000190734863,35850.0,93,4.543294782270004
RDX,Acura,2019,6.0,79032.0,SUV,2.0,4.0,AUTOMATIC,AWD,Gasoline,11.0,8.600000381469727,9.800000190734863,35990.0,93,4.543294782270004
ILX,Acura,2021,4.0,9209.0,Sedan,2.4000000953674316,4.0,8 SPEED AUTOMATIC WITH AUTO-SHIFT,FWD,Gasoline,9.800000190734863,6.900000095367432,8.350000143051147,35995.0,29,3.4011973816621555
MDX,Acura,2019,6.0,78702.0,SUV,3.5,6.0,AUTOMATIC,AWD,Gasoline,12.199999809265137,9.0,10.599999904632568,35995.0,88,4.48863636973214
MDX,Acura,2018,7.0,94862.0,SUV,3.5,6.0,AUTOMATIC,AWD,Gasoline,12.600000381469727,9.0,10.800000190734863,34743.0,88,4.48863636973214
RDX,Acura,2019,6.0,75420.0,SUV,2.0,4.0,AUTOMATIC,AWD,Gasoline,11.0,8.600000381469727,9.800000190734863,36995.0,93,4.543294782270004
MDX,Acura,2019,6.0,76885.0,SUV,3.5,6.0,AUTOMATIC,AWD,Gasoline,12.199999809265137,9.0,10.599999904632568,37495.0,88,4.48863636973214
RDX,Acura,2019,6.0,68263.0,SUV,2.0,4.0,AUTOMATIC,AWD,Gasoline,11.0,8.600000381469727,9.800000190734863,37498.0,93,4.543294782270004
MDX,Acura,2019,6.0,79344.0,SUV,3.5,6.0,9 SPEED AUTOMATIC,AWD,Gasoline,12.199999809265137,9.0,10.599999904632568,37888.0,88,4.48863636973214
RDX,Acura,2019,6.0,75786.0,SUV,2.0,4.0,10 SPEED AUTOMATIC,AWD,Gasoline,11.300000190734863,9.100000381469727,10.200000286102295,38388.0,93,4.543294782270004
RDX,Acura,2019,6.0,61006.0,SUV,2.0,4.0,10 SPEED AUTOMATIC,AWD,Gasoline,11.300000190734863,9.100000381469727,10.200000286102295,39088.0,93,4.543294782270004
RDX,Acura,2020,5.0,48759.0,SUV,2.0,4.0,AUTOMATIC,AWD,Gasoline,11.0,8.600000381469727,9.800000190734863,39295.0,93,4.543294782270004
ILX,Acura,2018,7.0,33810.0,Sedan,2.4000000953674316,4.0,8 SPEED AUTOMATIC,FWD,Gasoline,9.399999618530273,6.800000190734863,8.099999904632568,26988.0,29,3.4011973816621555
RDX,Acura,2020,5.0,99000.0,SUV,2.0,4.0,AUTOMATIC,AWD,Gasoline,11.300000190734863,9.100000381469727,10.200000286102295,39850.0,93,4.543294782270004
RDX,Acura,2020,5.0,83981.0,SUV,2.0,4.0,AUTOMATIC,AWD,Gasoline,11.300000190734863,9.100000381469727,10.200000286102295,39890.0,93,4.543294782270004
MDX,Acura,2019,6.0,78000.0,SUV,3.5,6.0,AUTOMATIC,AWD,Gasoline,12.199999809265137,9.0,10.599999904632568,39995.0,88,4.48863636973214
MDX,Acura,2019,6.0,67208.0,SUV,3.5,6.0,AUTOMATIC,AWD,Gasoline,12.199999809265137,9.0,10.599999904632568,40495.0,88,4.48863636973214
RDX,Acura,2020,5.0,96233.0,SUV,2.0,4.0,10 SPEED AUTOMATIC,AWD,Premium Unleaded,11.300000190734863,9.100000381469727,10.200000286102295,40888.0,93,4.543294782270004
MDX,Acura,2020,5.0,53960.0,SUV,3.5,6.0,AUTOMATIC,AWD,Gasoline,12.199999809265137,9.5,10.849999904632568,40990.0,88,4.48863636973214
TLX,Acura,2021,4.0,38897.0,Sedan,2.0,4.0,AUTOMATIC,AWD,Gasoline,11.199999809265137,8.0,9.599999904632568,41394.0,56,4.04305126783455
RDX,Acura,2020,5.0,35473.0,SUV,2.0,4.0,AUTOMATIC,AWD,Gasoline,11.300000190734863,9.100000381469727,10.200000286102295,41990.0,93,4.543294782270004
RDX,Acura,2020,5.0,56139.0,SUV,2.0,4.0,10 SPEED AUTOMATIC,AWD,Gasoline,11.300000190734863,9.100000381469727,10.200000286102295,42588.0,93,4.543294782270004
RDX,Acura,2020,5.0,48368.0,SUV,2.0,4.0,10 SPEED AUTOMATIC,AWD,Gasoline,11.0,8.600000381469727,9.800000190734863,42588.0,93,4.543294782270004
RDX,Acura,2020,5.0,44502.0,SUV,2.0,4.0,AUTOMATIC,AWD,Gasoline,11.300000190734863,9.100000381469727,10.200000286102295,42599.0,93,4.543294782270004
MDX,Acura,2019,6.0,65060.0,SUV,3.5,6.0,9 SPEED AUTOMATIC,AWD,Gasoline,12.199999809265137,9.0,10.599999904632568,42888.0,88,4.48863636973214
TLX,Acura,2020,5.0,12980.0,Sedan,3.5,6.0,9 SPEED AUTOMATIC,AWD,Gasoline,11.399999618530273,7.699999809265137,9.549999713897705,42888.0,56,4.04305126783455
RDX,Acura,2020,5.0,42017.0,SUV,2.0,4.0,AUTOMATIC,AWD,Gasoline,11.0,8.600000381469727,9.800000190734863,42990.0,93,4.543294782270004
RDX,Acura,2021,4.0,58742.0,SUV,2.0,4.0,AUTOMATIC,AWD,Gasoline,11.300000190734863,9.100000381469727,10.200000286102295,43495.0,93,4.543294782270004
MDX,Acura,2020,5.0,80754.0,SUV,3.5,6.0,AUTOMATIC,AWD,Gasoline,12.199999809265137,9.5,10.849999904632568,43770.0,88,4.48863636973214
MDX,Acura,2020,5.0,57590.0,SUV,3.5,6.0,9 SPEED AUTOMATIC,AWD,Premium Unleaded,12.199999809265137,9.5,10.849999904632568,43997.0,88,4.48863636973214
RDX,Acura,2021,4.0,44337.0,SUV,2.0,4.0,AUTOMATIC,AWD,Gasoline,11.300000190734863,9.100000381469727,10.200000286102295,44295.0,93,4.543294782270004
TLX,Acura,2021,4.0,21448.0,Sedan,2.0,6.0,AUTOMATIC,AWD,Gasoline,11.199999809265137,8.0,9.599999904632568,44995.0,56,4.04305126783455
RDX,Acura,2021,4.0,32479.0,SUV,2.0,4.0,AUTOMATIC,AWD,Gasoline,11.300000190734863,9.100000381469727,10.200000286102295,45295.0,93,4.543294782270004
RDX,Acura,2020,5.0,25873.0,SUV,2.0,4.0,AUTOMATIC,AWD,Gasoline,11.300000190734863,9.100000381469727,10.200000286102295,45995.0,93,4.543294782270004
TLX,Acura,2021,4.0,29704.0,Sedan,2.0,6.0,10 SPEED AUTOMATIC,AWD,Premium Unleaded,11.199999809265137,8.0,9.599999904632568,47099.0,56,4.04305126783455
RDX,Acura,2021,4.0,33413.0,SUV,2.0,4.0,10 SPEED AUTOMATIC,AWD,Gasoline,11.300000190734863,9.100000381469727,10.200000286102295,47588.0,93,4.543294782270004
TLX,Acura,2022,3.0,12209.0,Sedan,3.5,4.0,10 SPEED AUTOMATIC,AWD,Gasoline,11.300000190734863,8.100000381469727,9.700000286102295,50188.0,56,4.04305126783455
RDX,Acura,2022,3.0,29776.0,SUV,2.0,4.0,AUTOMATIC,AWD,Gasoline,11.300000190734863,9.100000381469727,10.200000286102295,52795.0,93,4.543294782270004
TLX,Acura,2021,4.0,29841.0,Sedan,3.0,6.0,AUTOMATIC,AWD,Gasoline,12.300000190734863,9.800000190734863,11.050000190734863,55995.0,56,4.04305126783455
MDX,Acura,2022,3.0,32865.0,SUV,3.5,6.0,AUTOMATIC,AWD,Gasoline,12.600000381469727,9.399999618530273,11.0,62599.0,88,4.48863636973214
RDX,Acura,2013,12.0,267187.0,SUV,3.5,6.0,AUTOMATIC,AWD,Gasoline,9.800000190734863,6.199999809265137,8.0,10795.0,93,4.543294782270004
MDX,Acura,2011,14.0,161202.0,SUV,3.5,6.0,AUTOMATIC,AWD,Gasoline,13.199999809265137,9.600000381469727,11.400000095367432,13985.0,88,4.48863636973214
MDX,Acura,2013,12.0,223000.0,SUV,3.5,6.0,AUTOMATIC,AWD,Gasoline,13.199999809265137,9.600000381469727,11.400000095367432,13999.0,88,4.48863636973214
TL,Acura,2014,11.0,136541.0,Sedan,3.200000047683716,6.0,AUTOMATIC,FWD,Gasoline,10.399999618530273,6.800000190734863,8.599999904632568,16900.0,16,2.833213344056216
RDX,Acura,2014,11.0,158868.0,SUV,2.0,4.0,6 SPEED AUTOMATIC,AWD,Gasoline,10.699999809265137,7.300000190734863,9.0,17998.0,93,4.543294782270004
RDX,Acura,2015,10.0,172000.0,SUV,2.0,4.0,AUTOMATIC,AWD,Gasoline,12.100000381469727,8.699999809265137,10.400000095367432,17999.0,93,4.543294782270004
ILX,Acura,2019,6.0,41116.0,Sedan,2.4000000953674316,4.0,AUTOMATIC,FWD,Gasoline,9.899999618530273,7.0,8.449999809265137,29995.0,29,3.4011973816621555
TLX,Acura,2020,5.0,31756.0,Sedan,3.5,6.0,AUTOMATIC,AWD,Gasoline,12.0,8.199999809265137,10.099999904632568,39836.0,56,4.04305126783455
RDX,Acura,2014,11.0,290000.0,Unknown,2.299999952316284,4.0,AUTOMATIC,AWD,Gasoline,11.300000190734863,8.699999809265137,10.0,11600.0,93,4.543294782270004
RDX,Acura,2019,6.0,110024.0,SUV,2.0,4.0,AUTOMATIC,AWD,Gasoline,11.0,8.600000381469727,9.800000190734863,34995.0,93,4.543294782270004
TLX,Acura,2015,10.0,137835.0,Sedan,3.5,6.0,AUTOMATIC,AWD,Gasoline,11.199999809265137,7.5,9.349999904632568,19450.0,56,4.04305126783455
ILX,Acura,2016,9.0,76836.0,Sedan,2.4000000953674316,4.0,AUTOMATIC,FWD,Gasoline,9.399999618530273,6.5,7.949999809265137,19890.0,29,3.4011973816621555
ILX,Acura,2018,7.0,104000.0,Sedan,2.4000000953674316,4.0,8 SPEED AUTOMATIC,FWD,Gasoline,9.399999618530273,6.800000190734863,8.099999904632568,22950.0,29,3.4011973816621555
MDX,Acura,2016,9.0,193000.0,SUV,3.5,6.0,AUTOMATIC,AWD,Gasoline,12.699999809265137,9.100000381469727,10.900000095367432,23995.0,88,4.48863636973214
MDX,Acura,2016,9.0,145000.0,SUV,3.5,6.0,AUTOMATIC,AWD,Gasoline,12.699999809265137,9.100000381469727,10.900000095367432,23999.0,88,4.48863636973214
MDX,Acura,2017,8.0,163527.0,SUV,3.5,6.0,9 SPEED AUTOMATIC,AWD,Gasoline,12.600000381469727,9.0,10.800000190734863,29780.0,88,4.48863636973214
RDX,Acura,2018,7.0,76620.0,SUV,3.5,6.0,AUTOMATIC,AWD,Gasoline,12.399999618530273,8.699999809265137,10.549999713897705,29999.0,93,4.543294782270004
ILX,Acura,2019,6.0,40734.0,Sedan,2.4000000953674316,4.0,8 SPEED AUTOMATIC WITH AUTO-SHIFT,FWD,Gasoline,9.899999618530273,7.0,8.449999809265137,30989.0,29,3.4011973816621555
MDX,Acura,2017,8.0,123240.0,SUV,3.5,6.0,9 SPEED AUTOMATIC,AWD,Gasoline,12.600000381469727,9.0,10.800000190734863,32480.0,88,4.48863636973214
TLX,Acura,2019,6.0,65339.0,Sedan,3.5,6.0,AUTOMATIC,AWD,Gasoline,11.399999618530273,7.699999809265137,9.549999713897705,34995.0,56,4.04305126783455
MDX,Acura,2017,8.0,99000.0,SUV,3.5,6.0,AUTOMATIC,AWD,Gasoline,12.199999809265137,9.0,10.599999904632568,35950.0,88,4.48863636973214
ILX,Acura,2020,5.0,30500.0,Sedan,2.4000000953674316,4.0,AUTOMATIC,FWD,Gasoline,9.899999618530273,7.0,8.449999809265137,35999.0,29,3.4011973816621555
TLX,Acura,2020,5.0,81676.0,Sedan,3.5,6.0,9 SPEED AUTOMATIC,AWD,Gasoline,12.0,8.199999809265137,10.099999904632568,38549.0,56,4.04305126783455
RDX,Acura,2019,6.0,30192.0,SUV,2.0,4.0,AUTOMATIC,AWD,Gasoline,11.0,8.600000381469727,9.800000190734863,38995.0,93,4.543294782270004
TLX,Acura,2020,5.0,49921.0,Sedan,3.5,6.0,9 SPEED AUTOMATIC,AWD,Gasoline,12.0,8.199999809265137,10.099999904632568,40850.0,56,4.04305126783455
TLX,Acura,2022,3.0,7700.0,Sedan,3.5,4.0,10 SPEED AUTOMATIC,AWD,Gasoline,11.300000190734863,8.100000381469727,9.700000286102295,49988.0,56,4.04305126783455
MDX,Acura,2013,12.0,244685.0,SUV,3.5,6.0,6 SPEED AUTOMATIC,AWD,Gasoline,13.199999809265137,9.600000381469727,11.400000095367432,11888.0,88,4.48863636973214
ILX,Acura,2016,9.0,203360.0,Sedan,2.4000000953674316,4.0,AUTOMATIC,FWD,Gasoline,9.800000190734863,6.800000190734863,8.300000190734863,15299.0,29,3.4011973816621555
TL,Acura,2014,11.0,168000.0,Sedan,3.200000047683716,6.0,AUTOMATIC,FWD,Gasoline,10.399999618530273,6.800000190734863,8.599999904632568,15895.0,16,2.833213344056216
MDX,Acura,2011,14.0,154800.0,SUV,3.700000047683716,6.0,6 SPEED AUTOMATIC,AWD,Gasoline,13.199999809265137,9.600000381469727,11.400000095367432,15995.0,88,4.48863636973214
ILX,Acura,2015,10.0,171697.0,Sedan,2.0,4.0,AUTOMATIC,FWD,Gasoline,9.800000190734863,6.699999809265137,8.25,15995.0,29,3.4011973816621555
MDX,Acura,2014,11.0,220000.0,SUV,3.5,6.0,AUTOMATIC,AWD,Gasoline,12.600000381469727,9.100000381469727,10.850000381469727,18995.0,88,4.48863636973214
TLX,Acura,2017,8.0,191000.0,Sedan,3.5,6.0,AUTOMATIC,AWD,Gasoline,11.199999809265137,7.5,9.349999904632568,19995.0,56,4.04305126783455
ILX,Acura,2017,8.0,122000.0,Sedan,2.4000000953674316,4.0,8 SPEED AUTOMATIC,FWD,Gasoline,9.399999618530273,6.800000190734863,8.099999904632568,21950.0,29,3.4011973816621555
ILX,Acura,2020,5.0,10717.0,Sedan,2.4000000953674316,4.0,AUTOMATIC,FWD,Gasoline,9.899999618530273,7.0,8.449999809265137,28995.0,29,3.4011973816621555
TLX,Acura,2019,6.0,60529.0,Sedan,3.5,6.0,AUTOMATIC,AWD,Gasoline,12.0,8.199999809265137,10.099999904632568,34779.0,56,4.04305126783455
RDX,Acura,2019,6.0,65882.0,SUV,2.0,4.0,AUTOMATIC,AWD,Gasoline,11.300000190734863,9.100000381469727,10.200000286102295,41990.0,93,4.543294782270004
RDX,Acura,2020,5.0,50329.0,SUV,2.0,4.0,AUTOMATIC,AWD,Gasoline,11.300000190734863,9.100000381469727,10.200000286102295,44995.0,93,4.543294782270004
EL,Acura,2002,23.0,229000.0,Sedan,1.7000000476837158,6.0,AUTOMATIC,FWD,Gasoline,8.199999809265137,6.099999904632568,7.1499998569488525,2998.0,4,1.6094379124341003
RSX,Acura,2003,22.0,230098.0,Coupe,2.5,6.0,5 SPEED MANUAL,FWD,Gasoline,8.699999809265137,6.5,7.599999904632568,6999.0,2,1.0986122886681096
EL,Acura,2002,23.0,123338.0,Sedan,1.7000000476837158,6.0,4 SPEED AUTOMATIC,FWD,Gasoline,8.199999809265137,6.099999904632568,7.1499998569488525,6999.0,4,1.6094379124341003
RSX,Acura,2005,20.0,191492.0,Coupe,2.5,6.0,5 SPEED AUTOMATIC,FWD,Gasoline,9.300000190734863,6.400000095367432,7.8500001430511475,7999.0,2,1.0986122886681096
RDX,Acura,2008,17.0,226356.0,SUV,2.299999952316284,4.0,AUTOMATIC,AWD,Gasoline,12.5,9.300000190734863,10.900000095367432,8995.0,93,4.543294782270004
ILX,Acura,2016,9.0,99000.0,Sedan,2.4000000953674316,4.0,8 SPEED AUTOMATIC WITH AUTO-SHIFT,FWD,Premium Unleaded,9.399999618530273,6.5,7.949999809265137,22900.0,29,3.4011973816621555
RDX,Acura,2016,9.0,81000.0,SUV,3.5,4.0,AUTOMATIC,AWD,Gasoline,11.300000190734863,8.699999809265137,10.0,24880.0,93,4.543294782270004
TLX,Acura,2019,6.0,103658.0,Sedan,3.5,6.0,AUTOMATIC,AWD,Gasoline,12.0,8.199999809265137,10.099999904632568,34995.0,56,4.04305126783455
TLX,Acura,2019,6.0,50412.0,Sedan,3.5,6.0,AUTOMATIC,AWD,Gasoline,11.399999618530273,7.699999809265137,9.549999713897705,35995.0,56,4.04305126783455
ILX,Acura,2022,3.0,10122.0,Sedan,2.4000000953674316,4.0,AUTOMATIC,FWD,Gasoline,9.899999618530273,7.0,8.449999809265137,35995.0,29,3.4011973816621555
RDX,Acura,2019,6.0,80862.0,SUV,2.0,4.0,AUTOMATIC,AWD,Gasoline,11.0,8.600000381469727,9.800000190734863,35995.0,93,4.543294782270004
RDX,Acura,2019,6.0,67934.0,SUV,2.0,4.0,AUTOMATIC,AWD,Gasoline,11.0,8.600000381469727,9.800000190734863,36995.0,93,4.543294782270004
MDX,Acura,2019,6.0,85772.0,SUV,3.5,6.0,AUTOMATIC,AWD,Gasoline,12.199999809265137,9.0,10.599999904632568,37995.0,88,4.48863636973214
RDX,Acura,2019,6.0,65969.0,SUV,2.0,4.0,AUTOMATIC,AWD,Gasoline,11.300000190734863,9.100000381469727,10.200000286102295,38989.0,93,4.543294782270004
RDX,Acura,2019,6.0,57124.0,SUV,2.0,4.0,10 SPEED AUTOMATIC,AWD,Premium Unleaded,11.300000190734863,8.699999809265137,10.0,38999.0,93,4.543294782270004
RDX,Acura,2020,5.0,25777.0,SUV,2.0,4.0,10 SPEED AUTOMATIC,AWD,Premium Unleaded,11.0,8.600000381469727,9.800000190734863,40788.0,93,4.543294782270004
RDX,Acura,2020,5.0,55635.0,SUV,2.0,4.0,AUTOMATIC,AWD,Gasoline,11.0,8.600000381469727,9.800000190734863,42995.0,93,4.543294782270004
RDX,Acura,2021,4.0,92078.0,SUV,2.0,4.0,AUTOMATIC,AWD,Gasoline,11.0,8.600000381469727,9.800000190734863,44995.0,93,4.543294782270004
RDX,Acura,2021,4.0,49050.0,SUV,2.0,4.0,AUTOMATIC,AWD,Gasoline,11.300000190734863,9.100000381469727,10.200000286102295,46495.0,93,4.543294782270004
RDX,Acura,2022,3.0,14700.0,SUV,2.0,4.0,AUTOMATIC,AWD,Gasoline,11.300000190734863,9.100000381469727,10.200000286102295,53995.0,93,4.543294782270004
MDX,Acura,2022,3.0,50845.0,SUV,3.5,6.0,AUTOMATIC,AWD,Gasoline,12.600000381469727,9.399999618530273,11.0,60866.0,88,4.48863636973214
TSX,Acura,2005,20.0,316168.0,Sedan,2.5,4.0,5 SPEED AUTOMATIC,FWD,Gasoline,10.600000381469727,7.099999904632568,8.850000143051147,3000.0,13,2.6390573296152584
TSX,Acura,2011,14.0,234000.0,Sedan,2.5,4.0,MANUAL,FWD,Gasoline,9.899999618530273,6.800000190734863,8.349999904632568,9500.0,13,2.6390573296152584
TL,Acura,2007,18.0,178878.0,Sedan,3.200000047683716,6.0,5 SPEED AUTOMATIC,FWD,Gasoline,12.300000190734863,7.800000190734863,10.050000190734863,12999.0,16,2.833213344056216
MDX,Acura,2010,15.0,181045.0,SUV,3.5,6.0,6 SPEED AUTOMATIC,AWD,Gasoline,13.199999809265137,9.600000381469727,11.400000095367432,13980.0,88,4.48863636973214
ILX,Acura,2018,7.0,83020.0,Sedan,2.4000000953674316,4.0,AUTOMATIC,FWD,Gasoline,9.399999618530273,6.800000190734863,8.099999904632568,25989.0,29,3.4011973816621555
RDX,Acura,2019,6.0,68000.0,Unknown,2.299999952316284,4.0,AUTOMATIC,AWD,Gasoline,11.300000190734863,8.699999809265137,10.0,31000.0,93,4.543294782270004
RDX,Acura,2019,6.0,34586.0,SUV,2.0,4.0,AUTOMATIC,AWD,Gasoline,11.0,8.600000381469727,9.800000190734863,40995.0,93,4.543294782270004
TSX,Acura,2012,13.0,142791.0,Sedan,2.5,4.0,5 SPEED AUTOMATIC,FWD,Gasoline,9.300000190734863,6.199999809265137,7.75,10985.0,13,2.6390573296152584
RDX,Acura,2019,6.0,93111.0,SUV,2.0,4.0,AUTOMATIC,AWD,Gasoline,11.300000190734863,9.100000381469727,10.200000286102295,38426.0,93,4.543294782270004
MDX,Acura,2019,6.0,88199.0,SUV,3.5,6.0,AUTOMATIC,AWD,Gasoline,12.199999809265137,9.0,10.599999904632568,39495.0,88,4.48863636973214
