Model,Make,Year,vehicle_age,Kilometres,BodyType,engine_displacement,cylinder_count,Transmission,Drivetrain,FuelType,City,Highway,avg_fuel_efficiency,Price,model_frequency,model_frequency_log
Escape,Ford,2010,15.0,345000.0,Unknown,3.0,6.0,AUTOMATIC,4X4,Gasoline,10.199999809265137,7.800000190734863,9.0,6500.0,219,5.393627546352362
Fusion,Ford,2011,14.0,217500.0,Sedan,2.0,4.0,AUTOMATIC,FWD,Gasoline,6.900000095367432,6.5,6.700000047683716,6500.0,65,4.189654742026425
F-150,Ford,2006,19.0,309000.0,Truck,5.400000095367432,8.0,AUTOMATIC,4X4,Gasoline,13.5,10.199999809265137,11.849999904632568,6500.0,354,5.872117789475416
Escape,Ford,2013,12.0,275000.0,SUV,2.0,6.0,6 SPEED AUTOMATIC,FWD,Gasoline,9.5,6.300000190734863,7.900000095367432,6800.0,219,5.393627546352362
Escape,Ford,2009,16.0,205000.0,SUV,2.0,6.0,AUTOMATIC,AWD,Gasoline,11.5,7.699999809265137,9.599999904632568,6995.0,219,5.393627546352362
Focus,Ford,2012,13.0,169000.0,Hatchback,2.0,6.0,AUTOMATIC,FWD,Gasoline,8.0,5.699999809265137,6.849999904632568,6995.0,52,3.970291913552122
Focus,Ford,2007,18.0,61000.0,Sedan,2.0,6.0,AUTOMATIC,FWD,Gasoline,8.0,5.699999809265137,6.849999904632568,6995.0,52,3.970291913552122
Fiesta,Ford,2011,14.0,175000.0,Hatchback,1.300000011920929,6.0,AUTOMATIC,FWD,Gasoline,8.399999618530273,6.199999809265137,7.299999713897705,7000.0,14,2.70805020110221
Crown,Ford,2011,14.0,130000.0,Sedan,2.5,6.0,AUTOMATIC,RWD,Gasoline,11.100000381469727,8.399999618530273,9.75,7000.0,1,0.6931471805599453
Edge,Ford,2010,15.0,225000.0,Unknown,2.0,6.0,AUTOMATIC,AWD,Gasoline,11.5,8.399999618530273,9.949999809265137,7000.0,118,4.77912349311153
F-250,Ford,2022,3.0,18450.0,Truck,6.199999809265137,8.0,10 SPEED AUTOMATIC,4x4,Diesel,11.100000381469727,8.399999618530273,9.75,165995.0,70,4.2626798770413155
Explorer,Ford,2012,13.0,229000.0,SUV,2.299999952316284,6.0,6 SPEED AUTOMATIC,4x4,Gasoline,12.5,8.800000190734863,10.650000095367432,7300.0,104,4.653960350157523
Fusion,Ford,2011,14.0,243000.0,Sedan,2.0,4.0,CVT,FWD,Gasoline,4.599999904632568,5.400000095367432,5.0,7499.0,65,4.189654742026425
F-150,Ford,2011,14.0,370000.0,Truck,5.400000095367432,8.0,AUTOMATIC,4X4,Gasoline,13.5,10.199999809265137,11.849999904632568,7700.0,354,5.872117789475416
Explorer,Ford,2005,20.0,192000.0,Truck,2.299999952316284,6.0,AUTOMATIC,4X4,Gasoline,12.699999809265137,8.699999809265137,10.699999809265137,7900.0,104,4.653960350157523
Focus,Ford,2014,11.0,145944.0,Sedan,2.0,6.0,AUTOMATIC,FWD,Gasoline,7.599999904632568,5.300000190734863,6.450000047683716,7990.0,52,3.970291913552122
F-150,Ford,2010,15.0,206185.0,Extended Cab,3.5,6.0,AUTOMATIC,RWD,OTHER,14.899999618530273,10.199999809265137,12.549999713897705,7995.0,354,5.872117789475416
F-150,Ford,2013,12.0,325000.0,Truck,5.400000095367432,8.0,AUTOMATIC,4X4,Gasoline,13.5,10.199999809265137,11.849999904632568,8000.0,354,5.872117789475416
Fusion,Ford,2009,16.0,146085.0,Sedan,2.299999952316284,4.0,AUTOMATIC,FWD,Gasoline,6.900000095367432,6.5,6.700000047683716,8495.0,65,4.189654742026425
Police,Ford,2015,10.0,161000.0,Sedan,2.5,6.0,AUTOMATIC,AWD,Gasoline,14.699999809265137,10.699999809265137,12.699999809265137,8500.0,6,1.9459101490553132
Edge,Ford,2011,14.0,247600.0,Unknown,2.0,6.0,AUTOMATIC,AWD,Gasoline,11.5,8.399999618530273,9.949999809265137,8500.0,118,4.77912349311153
Fusion,Ford,2012,13.0,174303.0,Sedan,2.0,4.0,AUTOMATIC,FWD,Gasoline,6.900000095367432,6.5,6.700000047683716,8500.0,65,4.189654742026425
Mustang,Ford,1994,31.0,170000.0,Convertible,5.0,8.0,MANUAL,RWD,Gasoline,15.300000190734863,9.800000190734863,12.550000190734863,8900.0,179,5.19295685089021
Escape,Ford,2010,15.0,153000.0,SUV,3.0,6.0,AUTOMATIC,AWD,Gasoline,10.199999809265137,7.800000190734863,9.0,8988.0,219,5.393627546352362
Police,Ford,2014,11.0,202000.0,Unknown,2.5,6.0,AUTOMATIC,AWD,Gasoline,14.699999809265137,10.699999809265137,12.699999809265137,8999.0,6,1.9459101490553132
Police,Ford,2016,9.0,209000.0,Unknown,2.5,6.0,AUTOMATIC,AWD,Gasoline,14.699999809265137,10.699999809265137,12.699999809265137,8999.0,6,1.9459101490553132
Ranger,Ford,2009,16.0,187276.0,Truck,2.299999952316284,6.0,AUTOMATIC,FWD,Gasoline,12.300000190734863,9.699999809265137,11.0,8999.0,24,3.2188758248682006
Escape,Ford,2014,11.0,230000.0,Unknown,3.0,6.0,AUTOMATIC,AWD,Gasoline,10.199999809265137,7.800000190734863,9.0,9000.0,219,5.393627546352362
Edge,Ford,2012,13.0,208890.0,Unknown,2.0,6.0,AUTOMATIC,FWD,Gasoline,11.5,8.399999618530273,9.949999809265137,9500.0,118,4.77912349311153
Focus,Ford,2016,9.0,171290.0,Hatchback,2.0,6.0,AUTOMATIC,FWD,Gasoline,8.0,5.699999809265137,6.849999904632568,9500.0,52,3.970291913552122
Transit,Ford,2012,13.0,240000.0,Truck,3.200000047683716,6.0,AUTOMATIC,FWD,Gasoline,16.700000762939453,13.0,14.850000381469727,9500.0,42,3.7612001156935624
Mustang,Ford,1994,31.0,117000.0,Convertible,5.0,8.0,AUTOMATIC,RWD,Gasoline,15.300000190734863,9.800000190734863,12.550000190734863,9800.0,179,5.19295685089021
Escape,Ford,2013,12.0,189000.0,Unknown,3.0,6.0,AUTOMATIC,FWD,Gasoline,10.199999809265137,7.800000190734863,9.0,9849.0,219,5.393627546352362
Escape,Ford,2021,4.0,27824.0,SUV,1.5,6.0,AUTOMATIC,AWD,Gasoline,9.0,7.599999904632568,8.299999952316284,36995.0,219,5.393627546352362
F-150,Ford,1999,26.0,203000.0,Truck,5.400000095367432,8.0,AUTOMATIC,RWD,Gasoline,13.5,10.199999809265137,11.849999904632568,9945.0,354,5.872117789475416
Explorer,Ford,2010,15.0,140006.0,SUV,2.299999952316284,6.0,6 SPEED AUTOMATIC,AWD,Gasoline,15.199999809265137,10.300000190734863,12.75,9990.0,104,4.653960350157523
F-150,Ford,2011,14.0,224163.0,Truck,5.0,6.0,6 SPEED AUTOMATIC,4x4,Gasoline,13.5,10.199999809265137,11.849999904632568,9991.0,354,5.872117789475416
Ranger,Ford,2008,17.0,195000.0,Unknown,2.299999952316284,6.0,AUTOMATIC,4X4,Gasoline,12.300000190734863,9.699999809265137,11.0,10500.0,24,3.2188758248682006
Fusion,Ford,2013,12.0,170000.0,Sedan,2.0,4.0,AUTOMATIC,FWD,Gasoline,6.900000095367432,6.5,6.700000047683716,10500.0,65,4.189654742026425
Police,Ford,2014,11.0,102000.0,Sedan,2.5,6.0,6 SPEED AUTOMATIC,AWD,FLEXIBLE,14.699999809265137,10.699999809265137,12.699999809265137,10500.0,6,1.9459101490553132
Explorer,Ford,2020,5.0,61470.0,SUV,2.299999952316284,4.0,AUTOMATIC,4x4,Gasoline,11.600000381469727,8.699999809265137,10.150000095367432,42950.0,104,4.653960350157523
Escape,Ford,2016,9.0,212000.0,SUV,3.0,6.0,4 SPEED AUTOMATIC,Unknown,Unknown,10.199999809265137,7.800000190734863,9.0,10900.0,219,5.393627546352362
Focus,Ford,2012,13.0,131302.0,Sedan,2.0,6.0,AUTOMATIC,FWD,Gasoline,7.400000095367432,5.199999809265137,6.299999952316284,10990.0,52,3.970291913552122
F-150,Ford,2008,17.0,185000.0,Truck,5.400000095367432,8.0,AUTOMATIC,4X4,Gasoline,13.5,10.199999809265137,11.849999904632568,11000.0,354,5.872117789475416
F-250,Ford,2006,19.0,150500.0,Truck,6.199999809265137,8.0,AUTOMATIC,AWD,Gasoline,11.100000381469727,8.399999618530273,9.75,11800.0,70,4.2626798770413155
F-250,Ford,2013,12.0,295000.0,Truck,6.199999809265137,8.0,AUTOMATIC,4x4,Diesel,11.100000381469727,8.399999618530273,9.75,11800.0,70,4.2626798770413155
Edge,Ford,2011,14.0,158365.0,SUV,2.0,6.0,AUTOMATIC,FWD,Gasoline,11.5,8.399999618530273,9.949999809265137,11999.0,118,4.77912349311153
F-150,Ford,2012,13.0,227000.0,Truck,5.400000095367432,8.0,AUTOMATIC,4X4,Gasoline,13.5,10.199999809265137,11.849999904632568,11999.0,354,5.872117789475416
Escape,Ford,2013,12.0,216500.0,Unknown,3.0,6.0,AUTOMATIC,FWD,Gasoline,10.199999809265137,7.800000190734863,9.0,12000.0,219,5.393627546352362
Explorer,Ford,2013,12.0,199.0,Unknown,2.299999952316284,6.0,AUTOMATIC,4X4,Gasoline,12.699999809265137,8.699999809265137,10.699999809265137,12000.0,104,4.653960350157523
Mustang,Ford,2002,23.0,130000.0,Convertible,5.0,8.0,MANUAL,RWD,Gasoline,15.300000190734863,9.800000190734863,12.550000190734863,12000.0,179,5.19295685089021
Fusion,Ford,2014,11.0,223000.0,Sedan,2.0,4.0,AUTOMATIC,FWD,Gasoline,6.900000095367432,6.5,6.700000047683716,12000.0,65,4.189654742026425
F-250,Ford,2008,17.0,236000.0,Truck,6.199999809265137,8.0,AUTOMATIC,4X4,Unknown,11.100000381469727,8.399999618530273,9.75,12000.0,70,4.2626798770413155
Escape,Ford,2011,14.0,65017.0,SUV,3.0,6.0,AUTOMATIC,FWD,Gasoline,10.199999809265137,7.800000190734863,9.0,12495.0,219,5.393627546352362
Expedition,Ford,2010,15.0,223000.0,Unknown,3.5,6.0,AUTOMATIC,AWD,Gasoline,14.699999809265137,11.199999809265137,12.949999809265137,12500.0,33,3.5263605246161616
Expedition,Ford,2013,12.0,273000.0,Unknown,3.5,6.0,AUTOMATIC,4X4,Gasoline,14.699999809265137,11.199999809265137,12.949999809265137,12500.0,33,3.5263605246161616
Edge,Ford,2021,4.0,73410.0,SUV,2.0,6.0,8 SPEED AUTOMATIC,AWD,Gasoline,11.5,8.300000190734863,9.900000095367432,36000.0,118,4.77912349311153
Focus,Ford,2016,9.0,100200.0,Hatchback,2.0,6.0,AUTOMATIC,FWD,Gasoline,8.0,5.699999809265137,6.849999904632568,12800.0,52,3.970291913552122
F-150,Ford,2010,15.0,230000.0,Super Crew,5.400000095367432,6.0,AUTOMATIC,4x4,Gasoline,13.5,10.199999809265137,11.849999904632568,12888.0,354,5.872117789475416
Explorer,Ford,2017,8.0,200000.0,SUV,2.299999952316284,6.0,6 SPEED AUTOMATIC,AWD,Gasoline,12.699999809265137,8.699999809265137,10.699999809265137,12999.0,104,4.653960350157523
Focus,Ford,2014,11.0,84000.0,Hatchback,2.0,6.0,AUTOMATIC,FWD,Gasoline,8.0,5.699999809265137,6.849999904632568,13000.0,52,3.970291913552122
F-150,Ford,2011,14.0,157270.0,Truck,5.400000095367432,8.0,AUTOMATIC,RWD,Gasoline,13.5,10.199999809265137,11.849999904632568,13000.0,354,5.872117789475416
F-150,Ford,2010,15.0,213000.0,Truck,5.400000095367432,8.0,AUTOMATIC,4X4,Gasoline,13.5,10.199999809265137,11.849999904632568,13500.0,354,5.872117789475416
Edge,Ford,2011,14.0,209826.0,SUV,2.0,6.0,AUTOMATIC,FWD,Gasoline,11.5,8.399999618530273,9.949999809265137,13888.0,118,4.77912349311153
F-150,Ford,2012,13.0,202000.0,Extended Cab,5.0,6.0,AUTOMATIC,4x4,Gasoline,13.5,10.199999809265137,11.849999904632568,13988.0,354,5.872117789475416
Escape,Ford,2017,8.0,103980.0,SUV,2.0,6.0,AUTOMATIC,4x4,Gasoline,10.699999809265137,8.300000190734863,9.5,13995.0,219,5.393627546352362
Escape,Ford,2013,12.0,112000.0,Unknown,3.0,6.0,AUTOMATIC,FWD,Gasoline,10.199999809265137,7.800000190734863,9.0,14000.0,219,5.393627546352362
F-150,Ford,2010,15.0,210000.0,Truck,5.400000095367432,8.0,AUTOMATIC,4X4,Gasoline,13.5,10.199999809265137,11.849999904632568,14500.0,354,5.872117789475416
F-350,Ford,2015,10.0,297000.0,Truck,6.199999809265137,8.0,AUTOMATIC,4x4,Gasoline,11.100000381469727,8.399999618530273,9.75,14700.0,33,3.5263605246161616
Edge,Ford,2015,10.0,177000.0,SUV,2.0,6.0,AUTOMATIC,FWD,Gasoline,11.5,7.800000190734863,9.650000095367432,14995.0,118,4.77912349311153
F-250,Ford,2011,14.0,220084.0,Crew Cab,6.199999809265137,8.0,AUTOMATIC,4x4,Diesel,11.100000381469727,8.399999618530273,9.75,14995.0,70,4.2626798770413155
F-150,Ford,2013,12.0,132009.0,Truck,5.400000095367432,8.0,AUTOMATIC,4X4,Gasoline,13.5,10.199999809265137,11.849999904632568,15000.0,354,5.872117789475416
Escape,Ford,2017,8.0,161000.0,Truck,3.0,6.0,AUTOMATIC,FWD,Gasoline,10.199999809265137,7.800000190734863,9.0,15000.0,219,5.393627546352362
Police,Ford,2018,7.0,200665.0,Unknown,2.5,6.0,AUTOMATIC,AWD,Gasoline,14.699999809265137,10.699999809265137,12.699999809265137,15500.0,6,1.9459101490553132
Explorer,Ford,2017,8.0,180000.0,SUV,2.299999952316284,6.0,6 SPEED AUTOMATIC,AWD,FLEXIBLE,12.699999809265137,8.699999809265137,10.699999809265137,15777.0,104,4.653960350157523
F-150,Ford,2011,14.0,179558.5,Crew Cab,3.5,6.0,AUTOMATIC,4x4,OTHER,13.5,10.199999809265137,11.849999904632568,15950.0,354,5.872117789475416
Mustang,Ford,2005,20.0,102530.0,Convertible,4.599999904632568,8.0,AUTOMATIC,Unknown,Gasoline,13.300000190734863,8.800000190734863,11.050000190734863,15950.0,179,5.19295685089021
Edge,Ford,2015,10.0,137000.0,SUV,2.0,6.0,AUTOMATIC,FWD,Gasoline,11.5,7.800000190734863,9.650000095367432,15995.0,118,4.77912349311153
F-150,Ford,2014,11.0,220000.0,Truck,5.400000095367432,8.0,AUTOMATIC,4X4,Gasoline,13.5,10.199999809265137,11.849999904632568,16000.0,354,5.872117789475416
F-250,Ford,2006,19.0,207000.0,Truck,6.199999809265137,8.0,AUTOMATIC,4X4,Diesel,11.100000381469727,8.399999618530273,9.75,16000.0,70,4.2626798770413155
C-Max,Ford,2013,12.0,99000.0,Hatchback,2.5,6.0,AUTOMATIC,FWD,Gasoline,4.599999904632568,5.300000190734863,4.950000047683716,16500.0,3,1.3862943611198906
F-150,Ford,2015,10.0,253000.0,Truck,5.400000095367432,8.0,AUTOMATIC,4X4,Gasoline,13.5,10.199999809265137,11.849999904632568,18985.0,354,5.872117789475416
Mustang,Ford,2010,15.0,108500.0,Sedan,4.599999904632568,8.0,AUTOMATIC,RWD,Gasoline,15.300000190734863,9.800000190734863,12.550000190734863,18999.0,179,5.19295685089021
Mustang,Ford,2022,3.0,4000.0,Unknown,5.0,8.0,1 SPEED AUTOMATIC,AWD,Electric,2.4000000953674316,2.799999952316284,2.600000023841858,71995.0,179,5.19295685089021
Edge,Ford,2018,7.0,156000.0,SUV,2.0,6.0,AUTOMATIC,AWD,Gasoline,11.5,8.399999618530273,9.949999809265137,19995.0,118,4.77912349311153
F-150,Ford,2018,7.0,198788.0,Super Crew,3.5,6.0,AUTOMATIC,RWD,Unknown,13.5,10.199999809265137,11.849999904632568,19998.0,354,5.872117789475416
F-150,Ford,2018,7.0,192231.0,Truck Extended Cab,3.5,6.0,AUTOMATIC,RWD,Unknown,13.5,10.199999809265137,11.849999904632568,19998.0,354,5.872117789475416
F-150,Ford,2013,12.0,167000.0,Super Crew,3.5,6.0,6 SPEED AUTOMATIC,4x4,Gasoline,13.5,10.199999809265137,11.849999904632568,19999.0,354,5.872117789475416
Mustang,Ford,2014,11.0,79000.0,Coupe,5.0,8.0,MANUAL,RWD,Gasoline,15.300000190734863,9.800000190734863,12.550000190734863,20000.0,179,5.19295685089021
Escape,Ford,2018,7.0,116000.0,Unknown,3.0,6.0,AUTOMATIC,FWD,Unknown,10.199999809265137,7.800000190734863,9.0,21000.0,219,5.393627546352362
F-150,Ford,2018,7.0,229496.0,Truck,5.400000095367432,8.0,AUTOMATIC,4X4,Gasoline,13.5,10.199999809265137,11.849999904632568,21000.0,354,5.872117789475416
Escape,Ford,2018,7.0,68000.0,Unknown,3.0,6.0,AUTOMATIC,AWD,Gasoline,10.199999809265137,7.800000190734863,9.0,21499.0,219,5.393627546352362
F-150,Ford,2014,11.0,221546.0,Truck,5.400000095367432,8.0,AUTOMATIC,AWD,Gasoline,13.5,10.199999809265137,11.849999904632568,21850.0,354,5.872117789475416
Mustang,Ford,2013,12.0,98000.0,Coupe,5.0,8.0,MANUAL,RWD,Gasoline,15.300000190734863,9.800000190734863,12.550000190734863,22000.0,179,5.19295685089021
Edge,Ford,2017,8.0,113000.0,Unknown,2.0,6.0,AUTOMATIC,AWD,Gasoline,11.5,8.399999618530273,9.949999809265137,22900.0,118,4.77912349311153
EcoSport,Ford,2018,7.0,120000.0,Unknown,2.0,4.0,AUTOMATIC,FWD,Gasoline,10.199999809265137,8.0,9.099999904632568,22900.0,13,2.6390573296152584
F-250,Ford,2016,9.0,219359.0,Extended Cab,6.199999809265137,8.0,AUTOMATIC,4x4,FLEXIBLE,11.100000381469727,8.399999618530273,9.75,22999.0,70,4.2626798770413155
F-150,Ford,2014,11.0,213000.0,Truck,5.400000095367432,8.0,AUTOMATIC,4X4,Gasoline,13.5,10.199999809265137,11.849999904632568,23000.0,354,5.872117789475416
E-Series,Ford,2011,14.0,169944.0,Truck Long Super Cab,6.800000190734863,6.0,AUTOMATIC,RWD,Gasoline,11.100000381469727,8.399999618530273,9.75,23950.0,5,1.791759469228055
Mustang,Ford,2007,18.0,75618.0,Convertible,5.0,8.0,5 SPEED MANUAL,RWD,Gasoline,13.800000190734863,8.600000381469727,11.200000286102295,23995.0,179,5.19295685089021
F-150,Ford,2015,10.0,249800.0,Truck,5.400000095367432,8.0,AUTOMATIC,4X4,Gasoline,13.5,10.199999809265137,11.849999904632568,24500.0,354,5.872117789475416
Mustang,Ford,2017,8.0,107000.0,Convertible,5.0,8.0,AUTOMATIC,RWD,Gasoline,15.300000190734863,9.800000190734863,12.550000190734863,24500.0,179,5.19295685089021
LCF,Ford,2006,19.0,101456.0,Truck,2.5,6.0,AUTOMATIC,4X4,Diesel,11.100000381469727,8.399999618530273,9.75,24950.0,1,0.6931471805599453
F-350,Ford,2013,12.0,151595.0,Crew Cab,6.199999809265137,8.0,AUTOMATIC,4x4,FLEXIBLE,11.100000381469727,8.399999618530273,9.75,24999.0,33,3.5263605246161616
Escape,Ford,2018,7.0,36300.0,Unknown,3.0,6.0,AUTOMATIC,FWD,Unknown,10.199999809265137,7.800000190734863,9.0,25000.0,219,5.393627546352362
Transit,Ford,2017,8.0,159000.0,Truck,3.200000047683716,6.0,AUTOMATIC,RWD,Diesel,16.700000762939453,13.0,14.850000381469727,25000.0,42,3.7612001156935624
F-150,Ford,1992,33.0,260000.0,Truck,5.400000095367432,8.0,AUTOMATIC,FWD,Gasoline,13.5,10.199999809265137,11.849999904632568,25000.0,354,5.872117789475416
Edge,Ford,2016,9.0,83400.0,Unknown,2.0,6.0,AUTOMATIC,AWD,Gasoline,11.5,8.399999618530273,9.949999809265137,26000.0,118,4.77912349311153
F-150,Ford,2008,17.0,115000.0,Truck,5.400000095367432,8.0,AUTOMATIC,AWD,Gasoline,13.5,10.199999809265137,11.849999904632568,26000.0,354,5.872117789475416
Mustang,Ford,2017,8.0,33000.0,Sedan,5.0,8.0,AUTOMATIC,RWD,Gasoline,15.300000190734863,9.800000190734863,12.550000190734863,26500.0,179,5.19295685089021
F-350,Ford,2013,12.0,183571.0,Crew Cab,6.199999809265137,8.0,AUTOMATIC,4x4,FLEXIBLE,11.100000381469727,8.399999618530273,9.75,26999.0,33,3.5263605246161616
Mustang,Ford,2016,9.0,88000.0,Coupe,5.0,8.0,AUTOMATIC,RWD,Gasoline,15.300000190734863,9.800000190734863,12.550000190734863,27000.0,179,5.19295685089021
Excursion,Ford,2004,21.0,146000.0,Unknown,2.5,6.0,AUTOMATIC,RWD,Unknown,11.100000381469727,8.399999618530273,9.75,27000.0,4,1.6094379124341003
Excursion,Ford,2005,20.0,145000.0,Unknown,2.5,6.0,AUTOMATIC,RWD,Gasoline,11.100000381469727,8.399999618530273,9.75,27000.0,4,1.6094379124341003
Transit,Ford,2017,8.0,110000.0,Van Regular,3.700000047683716,6.0,AUTOMATIC,Unknown,Gasoline,16.700000762939453,13.0,14.850000381469727,27988.0,42,3.7612001156935624
F-150,Ford,2019,6.0,85814.0,Super Crew,3.5,6.0,AUTOMATIC,4x4,Gasoline,12.699999809265137,9.800000190734863,11.25,27990.0,354,5.872117789475416
Explorer,Ford,2020,5.0,158000.0,SUV,2.299999952316284,6.0,10 SPEED AUTOMATIC,AWD,Gasoline,12.699999809265137,8.699999809265137,10.699999809265137,28888.0,104,4.653960350157523
Transit,Ford,2015,10.0,155000.0,Truck,3.200000047683716,6.0,AUTOMATIC,RWD,Gasoline,16.700000762939453,13.0,14.850000381469727,29000.0,42,3.7612001156935624
Transit,Ford,2019,6.0,121000.0,Minivan,3.200000047683716,6.0,AUTOMATIC,FWD,Gasoline,16.700000762939453,13.0,14.850000381469727,29000.0,42,3.7612001156935624
Mustang,Ford,2015,10.0,98800.0,Coupe,5.0,8.0,MANUAL,RWD,Gasoline,15.300000190734863,9.800000190734863,12.550000190734863,29000.0,179,5.19295685089021
Explorer,Ford,2018,7.0,78000.0,Unknown,2.299999952316284,6.0,AUTOMATIC,AWD,Unknown,12.699999809265137,8.699999809265137,10.699999809265137,29950.0,104,4.653960350157523
Mustang,Ford,2006,19.0,35000.0,Coupe,5.0,8.0,MANUAL,RWD,Gasoline,15.300000190734863,9.800000190734863,12.550000190734863,29999.0,179,5.19295685089021
Transit,Ford,2015,10.0,174.0,Minivan,3.200000047683716,6.0,AUTOMATIC,RWD,Gasoline,16.700000762939453,13.0,14.850000381469727,30000.0,42,3.7612001156935624
Transit,Ford,2015,10.0,174000.0,Minivan,3.200000047683716,6.0,AUTOMATIC,RWD,Gasoline,16.700000762939453,13.0,14.850000381469727,30000.0,42,3.7612001156935624
F-150,Ford,2019,6.0,51900.0,Truck,5.400000095367432,8.0,AUTOMATIC,RWD,Gasoline,13.5,10.199999809265137,11.849999904632568,30900.0,354,5.872117789475416
Edge,Ford,2018,7.0,12900.0,Unknown,2.0,6.0,AUTOMATIC,FWD,Gasoline,11.5,8.399999618530273,9.949999809265137,31000.0,118,4.77912349311153
Explorer,Ford,2017,8.0,78000.0,Unknown,2.299999952316284,6.0,AUTOMATIC,AWD,Gasoline,12.699999809265137,8.699999809265137,10.699999809265137,32000.0,104,4.653960350157523
F-150,Ford,2016,9.0,195983.0,Truck,5.400000095367432,8.0,AUTOMATIC,4X4,Gasoline,13.5,10.199999809265137,11.849999904632568,32750.0,354,5.872117789475416
Edge,Ford,2019,6.0,36000.0,Unknown,2.0,6.0,AUTOMATIC,AWD,Gasoline,11.5,8.399999618530273,9.949999809265137,32900.0,118,4.77912349311153
F-150,Ford,2017,8.0,83000.0,Truck,5.400000095367432,8.0,AUTOMATIC,4X4,Gasoline,13.5,10.199999809265137,11.849999904632568,33000.0,354,5.872117789475416
Transit,Ford,2019,6.0,82850.0,Truck,3.200000047683716,6.0,AUTOMATIC,FWD,Gasoline,16.700000762939453,13.0,14.850000381469727,33595.0,42,3.7612001156935624
F-150,Ford,2018,7.0,68800.0,Truck,5.400000095367432,8.0,AUTOMATIC,4X4,Gasoline,13.5,10.199999809265137,11.849999904632568,34000.0,354,5.872117789475416
Explorer,Ford,2017,8.0,72000.0,Unknown,2.299999952316284,6.0,AUTOMATIC,AWD,Gasoline,12.699999809265137,8.699999809265137,10.699999809265137,34998.0,104,4.653960350157523
F-250,Ford,2016,9.0,36000.0,Truck,6.199999809265137,8.0,AUTOMATIC,RWD,Gasoline,11.100000381469727,8.399999618530273,9.75,35000.0,70,4.2626798770413155
Edge,Ford,2019,6.0,50000.0,Unknown,2.0,6.0,AUTOMATIC,AWD,Gasoline,11.5,8.399999618530273,9.949999809265137,35000.0,118,4.77912349311153
Mustang,Ford,2017,8.0,43349.0,Coupe,5.0,8.0,MANUAL,RWD,Gasoline,15.300000190734863,9.800000190734863,12.550000190734863,36000.0,179,5.19295685089021
F-250,Ford,2015,10.0,236500.0,Truck,6.199999809265137,8.0,AUTOMATIC,4X4,Diesel,11.100000381469727,8.399999618530273,9.75,36500.0,70,4.2626798770413155
Expedition,Ford,2007,18.0,167800.0,Unknown,3.5,6.0,AUTOMATIC,RWD,Gasoline,14.699999809265137,11.199999809265137,12.949999809265137,37000.0,33,3.5263605246161616
F-150,Ford,2018,7.0,55000.0,Truck,5.400000095367432,8.0,AUTOMATIC,4X4,Gasoline,13.5,10.199999809265137,11.849999904632568,37000.0,354,5.872117789475416
Escape,Ford,2022,3.0,3474.0,SUV,2.0,6.0,AUTOMATIC,AWD,Gasoline,10.5,7.5,9.0,41999.0,219,5.393627546352362
1,Ford,2018,7.0,154.0,Truck,2.5,6.0,AUTOMATIC,4X4,Gasoline,11.100000381469727,8.399999618530273,9.75,38000.0,4,1.6094379124341003
Taurus,Ford,2019,6.0,41000.0,Sedan,3.5,6.0,AUTOMATIC,AWD,Gasoline,13.899999618530273,9.5,11.699999809265137,39000.0,4,1.6094379124341003
Mustang,Ford,2018,7.0,45800.0,Coupe,5.0,8.0,AUTOMATIC,RWD,Unknown,15.300000190734863,9.800000190734863,12.550000190734863,39500.0,179,5.19295685089021
F-150,Ford,2018,7.0,84500.0,Truck,5.400000095367432,8.0,AUTOMATIC,4X4,Gasoline,13.5,10.199999809265137,11.849999904632568,39500.0,354,5.872117789475416
Mustang,Ford,2017,8.0,85000.0,Coupe,5.0,8.0,AUTOMATIC,RWD,Gasoline,15.300000190734863,9.800000190734863,12.550000190734863,39999.0,179,5.19295685089021
Mustang,Ford,2017,8.0,95000.0,Coupe,5.0,8.0,MANUAL,RWD,Gasoline,15.300000190734863,9.800000190734863,12.550000190734863,40000.0,179,5.19295685089021
F-150,Ford,2019,6.0,121460.0,Truck,5.400000095367432,8.0,AUTOMATIC,4X4,Gasoline,13.5,10.199999809265137,11.849999904632568,40000.0,354,5.872117789475416
Escape,Ford,2022,3.0,41000.0,Unknown,3.0,6.0,AUTOMATIC,AWD,Gasoline,10.199999809265137,7.800000190734863,9.0,41995.0,219,5.393627546352362
Mustang,Ford,2017,8.0,85000.0,Coupe,5.0,8.0,AUTOMATIC,RWD,Gasoline,15.300000190734863,9.800000190734863,12.550000190734863,42500.0,179,5.19295685089021
Explorer,Ford,2018,7.0,64200.0,Unknown,2.299999952316284,6.0,AUTOMATIC,AWD,Gasoline,12.699999809265137,8.699999809265137,10.699999809265137,43000.0,104,4.653960350157523
Edge,Ford,2021,4.0,26700.0,Unknown,2.0,6.0,AUTOMATIC,AWD,Gasoline,11.5,8.399999618530273,9.949999809265137,45000.0,118,4.77912349311153
Bronco,Ford,2023,2.0,15.0,SUV,1.5,6.0,8 SPEED AUTOMATIC,AWD,Gasoline,9.300000190734863,8.399999618530273,8.849999904632568,45350.0,112,4.727387818712341
Mustang,Ford,2007,18.0,22600.0,Coupe,5.400000095367432,8.0,6 SPEED MANUAL,RWD,Gasoline,15.399999618530273,10.100000381469727,12.75,46900.0,179,5.19295685089021
